sim_id,dataloader,job_id,job_speed,cache_capacity_gb,bacthes_processed,cache_hit_count,cache_miss_count,cache_hit_%,elapsed_time,throughput(batches/s),compute_cost,cache_cost,total_cost
1745949550,tensorsocket,RESNET18,0.104419951,0.1953125,8500,4827,3673,0.5678823529411765,4372.9562403644795,1.943765163150029,3.717012804309808,0,3.717012804309808
1745949550,tensorsocket,RESNET50,0.33947309,0.1953125,8500,5305,3195,0.6241176470588236,4372.784365623693,1.9438415639294027,3.716866710780139,0,3.716866710780139
1745949550,tensorsocket,VGG16,0.514980298,0.1953125,8500,8500,0,1.0,4377.332532999919,1.9418218597559214,3.7207326530499314,0,3.7207326530499314
1745949550,tensorsocket,SHUFFLENETV2,0.062516984,0.1953125,8500,4735,3765,0.5570588235294117,4375.207308271895,1.9427650854234153,3.718926212031111,0,3.718926212031111
1745949574,tensorsocket,RESNET18,0.104419951,0.1953125,8500,4827,3673,0.5678823529411765,4372.9562403644795,1.943765163150029,3.717012804309808,0,3.717012804309808
1745949574,tensorsocket,RESNET50,0.33947309,0.1953125,8500,5305,3195,0.6241176470588236,4372.784365623693,1.9438415639294027,3.716866710780139,0,3.716866710780139
1745949574,tensorsocket,VGG16,0.514980298,0.1953125,8500,8500,0,1.0,4377.332532999919,1.9418218597559214,3.7207326530499314,0,3.7207326530499314
1745949574,tensorsocket,SHUFFLENETV2,0.062516984,0.1953125,8500,4735,3765,0.5570588235294117,4375.207308271895,1.9427650854234153,3.718926212031111,0,3.718926212031111
1745949745,tensorsocket,RESNET18,0.104419951,0.1953125,8500,4827,3673,0.5678823529411765,4372.9562403644795,1.943765163150029,3.717012804309808,0,3.717012804309808
1745949745,tensorsocket,RESNET50,0.33947309,0.1953125,8500,5305,3195,0.6241176470588236,4372.784365623693,1.9438415639294027,3.716866710780139,0,3.716866710780139
1745949745,tensorsocket,VGG16,0.514980298,0.1953125,8500,8500,0,1.0,4377.332532999919,1.9418218597559214,3.7207326530499314,0,3.7207326530499314
1745949745,tensorsocket,SHUFFLENETV2,0.062516984,0.1953125,8500,4735,3765,0.5570588235294117,4375.207308271895,1.9427650854234153,3.718926212031111,0,3.718926212031111
